#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2] 
1636273825417996780,-0.0452737,-0.0255663,-0.0298274,9.54808,-0.68953,2.09014
1636273825419991455,-0.0516653,-0.0394148,-0.0218379,9.55765,-0.682347,2.10929
1636273825421982684,-0.052198,-0.0548611,-0.0149137,9.5816,-0.656011,2.03986
1636273825424980940,-0.0537959,-0.0841559,-0.015979,9.6223,-0.691924,2.08056
1636273825426982070,-0.0537959,-0.102265,-0.0170442,9.61033,-0.713472,2.03028
1636273825428991410,-0.0468716,-0.12943,-0.0111853,9.5816,-0.76375,2.00155
1636273825430980732,-0.0468716,-0.142745,-0.00852212,9.62708,-0.785298,1.98958
1636273825432982905,-0.0442085,-0.168312,-0.00745685,9.64145,-0.73502,1.98958
1636273825433996743,-0.0410127,-0.176301,-0.0015979,9.65103,-0.768539,1.97282
1636273825436978539,-0.036219,-0.197607,-0.000532632,9.65103,-0.909797,2.01831
1636273825438982907,-0.0330232,-0.204531,-0.00106526,9.63906,-0.950498,2.02549
1636273825440982871,-0.0276969,-0.204531,0.00479369,9.61751,-0.972046,2.03986
1636273825442978686,-0.0239685,-0.205063,-0.000532632,9.71328,-1.00317,2.03028
1636273825443981302,-0.0245011,-0.203998,0.000532632,9.68694,-0.952892,2.03747
1636273825446989465,-0.0197074,-0.204531,0.0015979,9.73004,-0.984017,1.97043
1636273825449980809,-0.0143811,-0.21039,0.00106526,9.78989,-0.92895,2.04225
1636273825451980461,-0.0133158,-0.223173,-0.00213053,9.74201,-0.972046,2.07338
1636273825452979092,-0.0149137,-0.229564,-0.00692422,9.72285,-0.933739,2.00874
1636273825455982193,-0.00958738,-0.229032,-0.00532632,9.73961,-1.01514,2.03268
1636273825458008807,-0.0165116,-0.234891,-0.00692422,9.67257,-1.00078,2.10211
1636273825459978352,-0.0191748,-0.231695,-0.00745685,9.68694,-1.0343,2.17394
1636273825462002132,-0.0239685,-0.215183,-0.00798948,9.66539,-0.969652,2.11169
1636273825462985767,-0.0271642,-0.214651,-0.00692422,9.73722,-0.984017,2.20745
1636273825465979519,-0.0314253,-0.199204,-0.0149137,9.76834,-0.981623,2.23858
1636273825466980927,-0.0367516,-0.199737,-0.0207727,9.62469,-0.938527,2.25294
1636273825469977691,-0.0447411,-0.188019,-0.0175769,9.76355,-0.907402,2.29365
1636273825485980403,-0.0681769,-0.0846885,-0.0324906,9.77553,-0.926556,2.32956
1636273825488986603,-0.0607201,-0.0607201,-0.0356864,9.66539,-0.948104,2.29365
1636273825490982304,-0.0596548,-0.0468716,-0.0356864,9.71567,-0.921768,2.37265
1636273825492982233,-0.0596548,-0.0372843,-0.0330232,9.69652,-0.938527,2.26252
1636273825494982706,-0.052198,-0.0229032,-0.0292948,9.73004,-1.05824,2.23618
1636273825495979337,-0.0474043,-0.0170442,-0.0271642,9.67018,-1.00556,2.24576
1636273825499043193,-0.0410127,-0.0015979,-0.0319579,9.68455,-0.981623,2.14999
1636273825500979642,-0.0319579,0.00905475,-0.0308927,9.6199,-0.97444,2.05662
1636273825502980432,-0.0287621,0.0138484,-0.03036,9.62948,-0.972046,2.07577
1636273825505054553,-0.0223706,0.0175769,-0.0255663,9.56244,-0.94571,2.00155
1636273825508005091,-0.0138484,0.0245011,-0.0266316,9.62708,-1.01514,1.94649
1636273825509978650,-0.00905475,0.0282295,-0.0292948,9.54808,-1.03669,1.94649
1636273825512003576,-0.00639159,0.0335558,-0.0287621,9.56962,-1.02472,1.9393
1636273825514029415,0.00426106,0.0436758,-0.0245011,9.52413,-0.952892,1.86269
1636273825515030728,0.00798948,0.0436758,-0.0282295,9.51935,-1.00796,1.87227
1636273825518008706,0.0117179,0.0415453,-0.0319579,9.52653,-0.921768,1.82678
1636273825520014940,0.0154463,0.0383495,-0.026099,9.47625,-0.919373,1.79326
1636273825522012980,0.0181095,0.0314253,-0.0298274,9.41161,-0.931344,1.82438
1636273825523999654,0.0213053,0.0197074,-0.0426106,9.44034,-0.914585,1.7765
1636273825525983383,0.0234358,0.00852212,-0.0394148,9.4571,-0.85473,1.76692
1636273825528975620,0.0250337,-0.0245011,-0.04048,9.34696,-0.885855,1.67594
1636273825530987810,0.0234358,-0.0367516,-0.0474043,9.34696,-0.90022,1.64721
1636273825533015111,0.0229032,-0.0617853,-0.0500674,9.43555,-0.826,1.65918
1636273825534026531,0.0197074,-0.0798948,-0.052198,9.34218,-0.804452,1.69031
1636273825549983814,0.0282295,-0.204531,-0.0782969,9.52413,-0.59855,1.78368
1636273825552983380,0.0287621,-0.231695,-0.0836233,9.58399,-0.624887,1.82678
1636273825554982344,0.0298274,-0.239684,-0.0772317,9.58878,-0.593762,1.82438
1636273825556982465,0.0308927,-0.265251,-0.0830906,9.65821,-0.584185,1.90818
1636273825557983103,0.03036,-0.275371,-0.0852212,9.67257,-0.548272,1.9824
1636273825560979101,0.0245011,-0.297209,-0.0852212,9.79707,-0.54109,2.03747
1636273825561978982,0.0197074,-0.306796,-0.0852212,9.76116,-0.59855,2.09493
1636273825564984459,0.00692422,-0.313188,-0.076699,9.83778,-0.629675,2.15957
1636273825566978666,-0.00852212,-0.308927,-0.0777643,9.96946,-0.636858,2.36068
1636273825569004278,-0.0138484,-0.302535,-0.0841559,9.90002,-0.610521,2.29125
1636273825571003910,-0.0250337,-0.287621,-0.0553938,10.386,-0.543484,2.37744
1636273825572020322,-0.0367516,-0.273773,-0.0692422,10.3166,-0.696713,2.46124
1636273825576014438,-0.0713727,-0.256196,-0.0484695,10.2615,-0.797269,2.64799
1636273825576981515,-0.0793622,-0.248739,-0.0388822,10.2544,-0.864307,2.59292
1636273825579982940,-0.0964064,-0.279099,-0.0420779,10.4722,-0.861913,2.44209
1636273825580980498,-0.101733,-0.298807,-0.046339,10.5273,-0.88346,2.52109
1636273825584003580,-0.108124,-0.342483,-0.0713727,10.4579,-0.897826,2.59531
1636273825586003700,-0.105994,-0.345146,-0.0964064,10.24,-0.902614,2.71024
1636273825587983316,-0.1012,-0.320645,-0.100667,10.1514,-0.936133,2.76051
1636273825589982963,-0.0948085,-0.223706,-0.0905475,10.1658,-0.703895,2.76291
1636273825591008139,-0.0964064,-0.171508,-0.0735032,10.1586,-0.624887,2.71742
1636273825594011909,-0.0964064,-0.0681769,-0.0239685,10.4244,-0.440533,2.63841
1636273825595980224,-0.1012,-0.0170442,0.0207727,10.5082,-0.426168,2.56419
1636273825598008341,-0.105461,-0.0181095,0.0426106,10.5321,-0.505177,2.5618
1636273825600006135,-0.108657,-0.0601874,0.0788296,10.6111,-0.70629,2.45166
1636273825603060256,-0.110255,-0.132625,0.108124,10.4076,-0.866701,2.40138
1636273825617985256,-0.134756,-0.0878843,0.185889,9.72525,-0.893037,2.11647
1636273825621075265,-0.139017,-0.076699,0.182693,9.6199,-0.902614,2.03028
1636273825622980971,-0.135821,-0.0745685,0.169377,9.4978,-0.852336,2.05422
1636273825623983533,-0.14168,-0.0713727,0.163518,9.39485,-0.907402,1.99916
1636273825626986797,-0.132625,-0.0660464,0.153931,9.22965,-0.938527,1.95367
1636273825628987770,-0.130495,-0.0495348,0.141148,9.22246,-0.926556,1.83635
1636273825630986262,-0.12943,-0.0319579,0.133158,9.06445,-0.912191,1.8148
1636273825632987137,-0.123038,-0.00958738,0.123571,8.95671,-0.912191,1.74537
1636273825633984526,-0.120908,0.00585895,0.12144,8.96389,-0.840365,1.68312
1636273825637986351,-0.115581,0.0314253,0.105994,8.90643,-0.842759,1.5682
1636273825638987138,-0.107592,0.0383495,0.0974717,8.87052,-0.787692,1.4461
1636273825641984472,-0.105461,0.0367516,0.092678,8.81306,-0.826,1.36709
1636273825642983152,-0.103331,0.0314253,0.0836233,8.76996,-0.782904,1.41258
1636273825645987086,-0.0980043,0.0127832,0.0761664,8.72447,-0.814029,1.28329
1636273825647988326,-0.0900148,-0.0138484,0.0639159,8.7556,-0.818817,1.24259
1636273825649991251,-0.0868191,-0.0239685,0.0601874,8.69813,-0.802058,1.18992
1636273825651983361,-0.0777643,-0.0484695,0.046339,8.60955,-0.766145,1.17076
1636273825652987905,-0.0756338,-0.0506001,0.0484695,8.66222,-0.730232,1.16837
1636273825656011670,-0.0687096,-0.0644485,0.0308927,8.66462,-0.696713,1.17555
1636273825658003857,-0.0628506,-0.0687096,0.0308927,8.61913,-0.711078,1.24498
1636273825660979574,-0.0484695,-0.0761664,0.0223706,8.69095,-0.754174,1.22583
1636273825661983468,-0.0442085,-0.0719054,0.0122505,8.67659,-0.687136,1.22104
1636273825664978353,-0.0319579,-0.0740359,0.00213053,8.7963,-0.715866,1.18752
1636273825666978849,-0.0207727,-0.0846885,-0.0106526,8.88009,-0.713472,1.31442
1636273825669003394,-0.015979,-0.0868191,-0.0143811,8.89207,-0.718261,1.28569
1636273825670982675,-0.00266316,-0.0990696,-0.0308927,8.84179,-0.677559,1.31202
1636273825697994223,0.0596548,-0.142745,-0.107592,9.5816,-0.914585,1.9417
1636273825699992304,0.0607201,-0.132093,-0.108657,9.60554,-0.926556,1.98719
1636273825701986154,0.0607201,-0.132093,-0.111853,9.64863,-0.902614,2.00874
1636273825703981981,0.0612527,-0.126766,-0.108124,9.73243,-0.914585,2.06859
1636273825704981786,0.0633832,-0.123571,-0.113451,9.73243,-0.902614,2.09014
1636273825708004155,0.0703075,-0.122505,-0.107592,9.73722,-0.916979,2.05662
1636273825709981871,0.0703075,-0.116646,-0.105994,9.70609,-0.938527,2.1069
1636273825712011353,0.0756338,-0.111853,-0.110255,9.76834,-0.964863,2.09732
1636273825714000602,0.0761664,-0.0980043,-0.104396,9.75637,-0.905008,2.13802
1636273825716998674,0.0809601,-0.0884169,-0.102265,9.73243,-0.88346,2.05183
1636273825719018656,0.0841559,-0.0729706,-0.103863,9.74679,-0.890643,2.03986
1636273825721014551,0.0852212,-0.0703075,-0.101733,9.69891,-0.811634,1.99676
1636273825722979145,0.0884169,-0.0511327,-0.0953412,9.68933,-0.885855,2.02071
1636273825723982740,0.0932106,-0.0484695,-0.0916127,9.61751,-0.804452,1.98719
1636273825727003005,0.101733,-0.0442085,-0.0916127,9.61033,-0.811634,1.98479
1636273825729013045,0.102265,-0.0367516,-0.0900148,9.62708,-0.804452,1.96803
1636273825731011489,0.104929,-0.0399474,-0.0873517,9.5385,-0.849942,1.95127
1636273825732984524,0.108657,-0.0367516,-0.0788296,9.4978,-0.852336,1.8986
1636273825733981572,0.110788,-0.0319579,-0.0798948,9.45231,-0.826,1.90339
1636273825737982812,0.118777,-0.0378169,-0.0745685,9.41161,-0.792481,1.84593
1636273825739984028,0.123571,-0.0442085,-0.0708401,9.37569,-0.816423,1.84114
1636273825766979416,0.241815,0.0111853,-0.110788,9.00459,-0.600945,1.63763
1636273825768989423,0.26312,0.0218379,-0.126234,8.93277,-0.639252,1.59933
1636273825770996864,0.302002,0.0436758,-0.14168,8.89925,-0.648829,1.53947
1636273825771987031,0.314786,0.0532632,-0.154996,8.94234,-0.648829,1.53229
1636273825774984643,0.33396,0.0735032,-0.18003,9.07163,-0.629675,1.59693
1636273825775979723,0.341417,0.0793622,-0.186421,9.06684,-0.684742,1.6496
1636273825778980017,0.351537,0.0809601,-0.216781,9.14346,-0.677559,1.65439
1636273825780981963,0.35207,0.062318,-0.239684,9.22246,-0.64404,1.75016
1636273825783980319,0.347809,0.0346211,-0.265251,9.34218,-0.593762,1.86029
1636273825785980421,0.341417,0.0181095,-0.284426,9.42118,-0.52433,1.91536
1636273825787987315,0.329167,0.0122505,-0.29348,9.40442,-0.502782,1.9824
1636273825789983664,0.308927,-0.00266316,-0.313188,9.4547,-0.445322,2.06859
1636273825790980242,0.300405,-0.000532632,-0.315851,9.50498,-0.411803,2.14281
1636273825794010317,0.274838,-0.00372843,-0.33396,9.60554,-0.399832,2.19788
1636273825795014128,0.264718,-0.00585895,-0.335026,9.70609,-0.459687,2.23618
1636273825797982573,0.24288,-0.0117179,-0.341417,9.73482,-0.464475,2.32956
1636273825799979299,0.223706,-0.026099,-0.342483,9.85693,-0.471658,2.2697
1636273825802009876,0.216249,-0.0394148,-0.346744,9.86651,-0.536301,2.30801
1636273825805067550,0.189084,-0.0798948,-0.33183,9.92157,-0.586579,2.36308
1636273825818980966,0.0671117,-0.221042,-0.233293,10.058,-0.596156,2.57137
1636273825822986488,0.0367516,-0.250337,-0.199737,10.1251,-0.667982,2.68869
1636273825823990286,0.0245011,-0.258859,-0.186421,10.1418,-0.639252,2.74615
1636273825826981599,0.00958738,-0.258859,-0.161388,10.137,-0.639252,2.71502
1636273825828983922,-0.00798948,-0.257261,-0.138484,10.1275,-0.720655,2.75333
1636273825830982063,-0.0186421,-0.253533,-0.135289,10.0916,-0.658405,2.70545
1636273825832979224,-0.0308927,-0.239152,-0.104396,10.1299,-0.679953,2.65756
1636273825835021878,-0.0346211,-0.231695,-0.0942759,10.0772,-0.691924,2.68151
1636273825836995901,-0.0516653,-0.231695,-0.0761664,9.99579,-0.679953,2.57856
1636273825837982552,-0.0569916,-0.226369,-0.0639159,10.0173,-0.675165,2.55222
1636273825841985216,-0.0761664,-0.245543,-0.0335558,9.8258,-0.725443,2.42772
1636273825842979953,-0.0809601,-0.251402,-0.0229032,9.80904,-0.739808,2.4373
1636273825845979039,-0.0964064,-0.268979,-0.00745685,9.69652,-0.639252,2.3104
1636273825847977787,-0.108124,-0.278034,0.0122505,9.64145,-0.663194,2.24097
1636273825849986401,-0.117712,-0.290285,0.0186421,9.55526,-0.682347,2.14042
1636273825851978910,-0.143811,-0.295611,0.0340885,9.51935,-0.708684,2.06859
1636273825854009389,-0.148072,-0.296676,0.0330232,9.48822,-0.725443,2.05901
1636273825855987591,-0.164583,-0.304666,0.0495348,9.39006,-0.723049,1.98719
1636273825856981441,-0.177367,-0.308927,0.0479369,9.40921,-0.713472,1.9393
1636273825860012269,-0.193878,-0.309992,0.0410127,9.31584,-0.677559,1.85311
1636273825861981628,-0.210922,-0.321177,0.0394148,9.14346,-0.711078,1.75734
1636273825864983078,-0.227967,-0.32384,0.0239685,9.12909,-0.73502,1.7765
1636273825866981964,-0.240217,-0.32171,0.0154463,9.05966,-0.739808,1.67115
1636273825868985301,-0.24288,-0.326504,0.00266316,9.04769,-0.766145,1.60412
1636273825884981111,-0.25087,-0.345146,-0.152865,9.06445,-0.469264,1.31442
1636273825888099431,-0.239684,-0.348874,-0.172573,9.10515,-0.457293,1.28808
1636273825889983070,-0.227967,-0.350472,-0.191748,8.97107,-0.454898,1.34794
1636273825892105734,-0.216249,-0.340352,-0.197607,9.09797,-0.490811,1.35751
1636273825893984837,-0.205596,-0.321177,-0.218379,9.15782,-0.466869,1.32878
1636273825894982768,-0.197607,-0.315318,-0.226901,9.17937,-0.488417,1.38385
1636273825897982319,-0.180562,-0.294546,-0.235956,9.32542,-0.464475,1.26414
1636273825899984759,-0.162985,-0.286556,-0.253,9.3326,-0.488417,1.31921
1636273825902979322,-0.145941,-0.277501,-0.262055,9.46667,-0.409408,1.27132
1636273825904985432,-0.134223,-0.265251,-0.275371,9.49301,-0.490811,1.30963
1636273825907016839,-0.128897,-0.256729,-0.278034,9.44513,-0.454898,1.34554
1636273825909011807,-0.116646,-0.23276,-0.288154,9.76116,-0.536301,1.49638
1636273825910013988,-0.108657,-0.21252,-0.300405,9.68455,-0.445322,1.33836
1636273825913019190,-0.0990696,-0.177899,-0.288154,9.94791,-0.438139,1.49159
1636273825914016543,-0.0953412,-0.153931,-0.295078,9.98622,-0.490811,1.49159
1636273825917012148,-0.0910801,-0.135289,-0.299339,9.92875,-0.52433,1.55384
1636273825919012520,-0.0948085,-0.126766,-0.275903,10.1107,-0.469264,1.57299
1636273825920984395,-0.0974717,-0.136354,-0.271642,10.2687,-0.474052,1.50595
1636273825923013013,-0.108657,-0.17204,-0.281762,10.3717,-0.521936,1.57778
1636273825924013601,-0.115049,-0.193878,-0.291882,10.3477,-0.59855,1.63524
1636273825928013561,-0.108657,-0.248739,-0.309992,10.1562,-0.600945,1.70228
1636273825929017260,-0.100135,-0.245543,-0.313188,10.0245,-0.622492,1.79565
1636273825932011103,-0.0980043,-0.196009,-0.299339,10.0365,-0.486023,1.8148
1636273825932982626,-0.0958738,-0.157127,-0.285491,10.0868,-0.390255,1.8579
1636273825935997468,-0.0942759,-0.0553938,-0.244478,10.1394,-0.282516,1.80283
1636273825952008601,-0.187487,-0.242348,-0.0292948,10.1394,-0.447716,1.63524
1636273825954988728,-0.208259,-0.25087,0.00532632,10.0963,-0.378284,1.58496
1636273825956986722,-0.227434,-0.26312,0.02024,10.0652,-0.356736,1.45807
1636273825959037137,-0.230097,-0.276436,0.0314253,10.0461,-0.368707,1.41737
1636273825960999685,-0.236489,-0.316384,0.0415453,9.97424,-0.397437,1.33357
1636273825961986308,-0.235956,-0.335026,0.0474043,9.90242,-0.411803,1.32878
1636273825964980816,-0.23276,-0.380832,0.0500674,9.86172,-0.366313,1.20428
1636273825966982598,-0.233293,-0.410659,0.0490022,9.77553,-0.430956,1.14443
1636273825969980824,-0.229564,-0.434095,0.0479369,9.68215,-0.395043,1.03669
1636273825970983320,-0.224771,-0.439954,0.0468716,9.68933,-0.416591,1.03669
1636273825974029423,-0.223173,-0.455401,0.0415453,9.71567,-0.433351,1.03908
1636273825976014226,-0.222108,-0.46126,0.0324906,9.57681,-0.45011,0.979228
1636273825978024215,-0.22051,-0.462857,0.0351537,9.55287,-0.428562,1.00078
1636273825979987422,-0.213053,-0.464455,0.0282295,9.56005,-0.442927,0.878672
1636273825981015160,-0.213586,-0.465521,0.0282295,9.55287,-0.430956,0.835576
1636273825984015038,-0.203998,-0.478304,0.0250337,9.4978,-0.378284,0.821211
1636273825986182671,-0.193878,-0.488424,0.0170442,9.49301,-0.402226,0.861913
1636273825989005831,-0.178964,-0.49375,0.0229032,9.4547,-0.395043,0.914585
1636273825990014928,-0.165116,-0.498011,0.0213053,9.38288,-0.35913,0.818817
1636273825993011148,-0.151268,-0.50387,0.0122505,9.41161,-0.316035,0.914585
1636273825995012308,-0.128897,-0.504935,0.00958738,9.41879,-0.213084,0.905008
1636273825997024393,-0.117712,-0.508131,0.00639159,9.42837,-0.260968,0.969652
1636273825998983155,-0.0958738,-0.487891,0,9.46667,-0.342371,1.01035
1636273825999981082,-0.0889496,-0.480967,0,9.414,-0.289698,1.08936
1636273826003024017,-0.0697748,-0.454335,0.00106526,9.46907,-0.23942,1.1133
1636273826004983414,-0.062318,-0.431965,-0.00585895,9.40203,-0.296881,1.16837
1636273826021989085,-0.0367516,-0.277501,-0.0500674,9.414,-0.153229,1.403
1636273826023213720,-0.0372843,-0.265783,-0.0537959,9.44752,-0.184354,1.50595
1636273826025985118,-0.0426106,-0.241282,-0.056459,9.44034,-0.213084,1.53947
1636273826028039978,-0.046339,-0.215183,-0.0703075,9.42358,-0.191536,1.55623
1636273826029988228,-0.0506001,-0.201868,-0.066579,9.45231,-0.215478,1.58496
1636273826031985222,-0.0543285,-0.18003,-0.0809601,9.38288,-0.28491,1.64242
1636273826032984640,-0.0617853,-0.160322,-0.0836233,9.50259,-0.342371,1.68073
1636273826035991226,-0.0729706,-0.128364,-0.0953412,9.48822,-0.373495,1.68073
1636273826037990466,-0.0884169,-0.113983,-0.103863,9.49062,-0.383072,1.67355
1636273826039995528,-0.0916127,-0.108657,-0.107592,9.5816,-0.342371,1.64482
1636273826043011162,-0.108124,-0.117179,-0.120375,9.51456,-0.390255,1.59693
1636273826045004169,-0.115581,-0.116646,-0.115581,9.52892,-0.414197,1.59454
1636273826046986707,-0.13156,-0.117712,-0.127832,9.56484,-0.476446,1.56102
1636273826048987017,-0.139017,-0.115581,-0.127832,9.63666,-0.481235,1.59454
1636273826050988359,-0.158724,-0.105994,-0.128897,9.52653,-0.61531,1.64003
1636273826052008144,-0.161388,-0.0964064,-0.12943,9.50498,-0.61531,1.57538
1636273826054988401,-0.169377,-0.0756338,-0.131028,9.56723,-0.603339,1.55623
1636273826056987546,-0.185356,-0.0617853,-0.130495,9.56484,-0.536301,1.54187
1636273826059983438,-0.19015,-0.0495348,-0.132625,9.51935,-0.536301,1.48919
1636273826062018780,-0.197607,-0.0479369,-0.133158,9.54329,-0.514753,1.403
1636273826064037361,-0.200802,-0.0468716,-0.132625,9.54568,-0.557849,1.41258
1636273826066017793,-0.201868,-0.0585895,-0.141148,9.60314,-0.462081,1.39582
1636273826068014935,-0.201868,-0.0617853,-0.140082,9.59835,-0.519542,1.33357
1636273826070054642,-0.208792,-0.0735032,-0.146474,9.62469,-0.521936,1.25935
1636273826086985485,-0.224771,-0.173638,-0.145409,9.83299,-0.545878,1.21625
1636273826088988033,-0.219977,-0.19228,-0.148604,9.89045,-0.584185,1.19231
1636273826089991624,-0.22051,-0.193878,-0.149137,9.96946,-0.4956,1.20189
1636273826092985020,-0.214118,-0.196541,-0.141148,9.94551,-0.474052,1.18752
1636273826094982444,-0.213586,-0.205063,-0.14168,9.98861,-0.488417,1.16837
1636273826096993128,-0.216249,-0.203998,-0.135289,10.0245,-0.462081,1.09654
1636273826098991991,-0.210922,-0.226369,-0.131028,10.1131,-0.414197,1.08457
1636273826099989282,-0.21039,-0.230097,-0.125169,10.094,-0.392649,1.10133
1636273826103049779,-0.21252,-0.245543,-0.113451,10.0054,-0.471658,1.1564
1636273826103982385,-0.210922,-0.244478,-0.107059,10.0844,-0.54109,1.19471
1636273826107018140,-0.205063,-0.239684,-0.0942759,10.0844,-0.507571,1.20907
1636273826109111883,-0.208792,-0.235956,-0.0782969,10.1514,-0.459687,1.18513
1636273826111983869,-0.205063,-0.231695,-0.0788296,10.1059,-0.361524,1.18513
1636273826113981135,-0.200802,-0.232228,-0.0676443,10.0652,-0.296881,1.14203
1636273826116016227,-0.196009,-0.233293,-0.0644485,10.1323,-0.251391,1.14203
1636273826117982986,-0.195476,-0.238619,-0.0633832,10.1155,-0.229843,1.12767
1636273826118979909,-0.194943,-0.233293,-0.0543285,10.1059,-0.232238,1.07739
1636273826122065213,-0.191748,-0.226901,-0.056459,10.1179,-0.263362,1.09654
1636273826123006228,-0.188019,-0.219977,-0.0479369,10.0916,-0.234632,1.09894
1636273826126017410,-0.185889,-0.209324,-0.0484695,10.0844,-0.270545,1.075
1636273826128024468,-0.188019,-0.189084,-0.0527306,10.1969,-0.282516,1.10852
1636273826130991873,-0.186421,-0.180562,-0.0495348,10.2256,-0.3304,1.00796
1636273826133008643,-0.186954,-0.170975,-0.0527306,10.2687,-0.332794,0.952892
1636273826135015790,-0.191748,-0.168844,-0.056459,10.2687,-0.344765,0.940921
1636273826137034895,-0.197607,-0.172573,-0.0655138,10.3142,-0.409408,0.940921
1636273826151982919,-0.269512,-0.238619,-0.102798,10.4507,-0.581791,1.04627
1636273826154992994,-0.230097,-0.268447,-0.108124,10.5249,-0.423774,0.830788
1636273826156998346,-0.188019,-0.275903,-0.119842,10.5441,-0.517148,0.761356
1636273826159997496,-0.152865,-0.274838,-0.117712,10.4603,-0.579397,0.756568
1636273826161995127,-0.141148,-0.267914,-0.135289,10.3525,-0.634463,0.778116
1636273826163987842,-0.134223,-0.268979,-0.142745,10.3717,-0.646434,0.737414
1636273826165991312,-0.118244,-0.284958,-0.158724,10.3741,-0.526724,0.797269
1636273826167991308,-0.115581,-0.291882,-0.170442,10.3932,-0.519542,0.73502
1636273826170021643,-0.107592,-0.305198,-0.184291,10.3382,-0.474052,0.794875
1636273826170985792,-0.108124,-0.312655,-0.189084,10.3262,-0.488417,0.794875
1636273826174021488,-0.108657,-0.319579,-0.189617,10.2232,-0.402226,0.816423
1636273826175989582,-0.112385,-0.324906,-0.199737,10.3166,-0.260968,0.861913
1636273826177991350,-0.116646,-0.322775,-0.198672,10.2831,-0.306458,0.835576
1636273826180986461,-0.117712,-0.319579,-0.199204,10.3094,-0.23942,1.03669
1636273826182986980,-0.118244,-0.311057,-0.197607,10.3142,-0.237026,1.01514
1636273826184988055,-0.128897,-0.299872,-0.197074,10.3382,-0.275333,1.04627
1636273826186987413,-0.133691,-0.288154,-0.197074,10.3525,-0.289698,1.05345
1636273826188992252,-0.143811,-0.286556,-0.196541,10.3549,-0.292093,1.09894
1636273826189987303,-0.1518,-0.286556,-0.196541,10.3813,-0.332794,1.13964
1636273826193052602,-0.162985,-0.296144,-0.199204,10.4291,-0.280122,1.11809
1636273826194991446,-0.171508,-0.31159,-0.194411,10.4387,-0.294487,1.19471
1636273826197022688,-0.176834,-0.315318,-0.199737,10.386,-0.328006,1.23062
1636273826198992493,-0.188552,-0.319047,-0.199737,10.4579,-0.260968,1.27372
1636273826200004829,-0.197074,-0.319047,-0.205063,10.4267,-0.253785,1.25217
1636273826203987238,-0.21252,-0.298807,-0.200802,10.4387,-0.227449,1.35272
1636273826218995230,-0.224238,-0.126766,-0.20027,10.4842,-0.287304,1.27611
1636273826220990101,-0.219444,-0.110788,-0.196009,10.4794,-0.308852,1.28329
1636273826222989384,-0.21252,-0.0745685,-0.199204,10.4962,-0.339977,1.22583
1636273826225992868,-0.199737,-0.0553938,-0.200802,10.4866,-0.296881,1.18274
1636273826227983237,-0.198672,-0.0468716,-0.190682,10.4244,-0.304064,1.11809
1636273826229982065,-0.193878,-0.04048,-0.192813,10.4531,-0.344765,1.08697
1636273826231986554,-0.189084,-0.0282295,-0.193878,10.398,-0.347159,1.09415
1636273826232984605,-0.189617,-0.0239685,-0.188019,10.4627,-0.318429,1.06303
1636273826235986541,-0.192813,-0.00692422,-0.184823,10.3597,-0.325611,0.919373
1636273826237993076,-0.197607,0.01012,-0.174171,10.4627,-0.296881,0.909797
1636273826239989942,-0.197607,0.0117179,-0.171508,10.4818,-0.280122,0.871489
1636273826241983333,-0.203998,0.00905475,-0.160855,10.3573,-0.323217,0.88346
1636273826245011969,-0.211988,0.00319579,-0.160855,10.3956,-0.418985,0.76375
1636273826246984690,-0.216249,-0.0138484,-0.148604,10.4435,-0.342371,0.696713
1636273826249026011,-0.223706,-0.0234358,-0.143811,10.4076,-0.40462,0.727837
1636273826251012751,-0.224771,-0.0548611,-0.132625,10.4698,-0.435745,0.591368
1636273826252017614,-0.229564,-0.0740359,-0.132093,10.4555,-0.395043,0.574608
1636273826255018997,-0.23276,-0.111853,-0.122505,10.4076,-0.433351,0.507571
1636273826257017046,-0.231695,-0.129962,-0.113983,10.5249,-0.464475,0.507571
1636273826259016991,-0.233826,-0.146474,-0.11132,10.3932,-0.500388,0.483629
1636273826260981103,-0.234891,-0.153398,-0.100135,10.4244,-0.553061,0.466869
1636273826263020067,-0.234358,-0.153931,-0.0969391,10.3669,-0.502782,0.517148
1636273826265982492,-0.232228,-0.160322,-0.0836233,10.386,-0.500388,0.447716
1636273826268014197,-0.231695,-0.159257,-0.0751011,10.3932,-0.505177,0.442927
1636273826269979740,-0.23063,-0.153398,-0.072438,10.4411,-0.517148,0.418985
1636273826284986765,-0.178964,-0.110255,-0.0495348,10.2759,-0.445322,0.37589
1636273826287996170,-0.165116,-0.102798,-0.0490022,10.2615,-0.392649,0.385466
1636273826289989644,-0.154996,-0.0889496,-0.0511327,10.2113,-0.481235,0.409408
1636273826293030877,-0.145941,-0.0633832,-0.0490022,10.149,-0.505177,0.423774
1636273826294997594,-0.137952,-0.0420779,-0.0511327,10.1418,-0.423774,0.445322
1636273826296990811,-0.135821,-0.0335558,-0.0500674,10.1323,-0.414197,0.390255
1636273826298991304,-0.122505,-0.0197074,-0.0447411,10.1155,-0.335188,0.416591
1636273826300987476,-0.116646,-0.0154463,-0.0420779,10.1251,-0.311246,0.407014
1636273826302983934,-0.1012,-0.00585895,-0.0506001,10.0245,-0.311246,0.40462
